IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
47.245.34.140	2086	2086	FALSE	LAX	North America	Los Angeles	187	7.14
47.236.144.196	2087	2087	TRUE	SIN	Asia Pacific	Singapore	67	7.14
8.217.85.14	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	74	7.13
8.222.180.242	8443	8443	TRUE	SIN	Asia Pacific	Singapore	104	7.13
47.245.42.162	2052	2052	FALSE	SIN	Asia Pacific	Singapore	166	7.13
8.222.137.166	80	80	FALSE	SIN	Asia Pacific	Singapore	16	7.13
47.245.39.28	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	179	7.13
8.210.101.157	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	68	7.13
47.236.94.109	2096	2096	TRUE	SIN	Asia Pacific	Singapore	129	7.13
47.245.8.185	2096	2096	TRUE	SIN	Asia Pacific	Singapore	205	7.12
8.222.159.252	8080	8080	FALSE	SIN	Asia Pacific	Singapore	10	7.12
47.236.87.206	2095	2095	FALSE	SIN	Asia Pacific	Singapore	20	7.12
47.245.114.163	8880	8880	FALSE	SIN	Asia Pacific	Singapore	10	7.12
47.245.57.38	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	158	7.11
47.236.7.206	2083	2083	TRUE	SIN	Asia Pacific	Singapore	97	7.11
47.245.30.144	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	95	7.11
47.245.11.118	2086	2086	FALSE	LAX	North America	Los Angeles	179	7.11
47.245.29.162	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	174	7.11
8.222.129.245	8443	8443	TRUE	SIN	Asia Pacific	Singapore	65	7.1
47.91.29.108	8880	8880	FALSE	LAX	North America	Los Angeles	183	7.1
47.236.150.109	2083	2083	TRUE	SIN	Asia Pacific	Singapore	67	7.1
8.219.115.215	8880	8880	FALSE	SIN	Asia Pacific	Singapore	26	7.1
8.219.40.255	2086	2086	FALSE	SIN	Asia Pacific	Singapore	24	7.1
8.219.126.240	80	80	FALSE	SIN	Asia Pacific	Singapore	7	7.1
47.245.14.12	2095	2095	FALSE	SIN	Asia Pacific	Singapore	155	7.1
8.219.103.65	2083	2083	TRUE	SIN	Asia Pacific	Singapore	109	7.1
47.91.10.228	8080	8080	FALSE	LAX	North America	Los Angeles	188	7.09
47.245.54.140	2052	2052	FALSE	SIN	Asia Pacific	Singapore	161	7.09
47.74.26.131	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	7.09
8.222.136.196	2086	2086	FALSE	SIN	Asia Pacific	Singapore	16	7.09
47.245.56.50	8443	8443	TRUE	SIN	Asia Pacific	Singapore	263	7.09
8.222.212.219	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	7.08
47.74.27.94	2052	2052	FALSE	SIN	Asia Pacific	Singapore	157	7.08
47.245.59.243	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	233	7.08
47.245.126.151	2087	2087	TRUE	SIN	Asia Pacific	Singapore	61	7.08
47.236.97.90	2053	2053	TRUE	SIN	Asia Pacific	Singapore	57	7.08
47.245.34.36	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	79	7.08
8.222.138.164	8080	8080	FALSE	SIN	Asia Pacific	Singapore	45	7.08
47.245.58.175	2052	2052	FALSE	SIN	Asia Pacific	Singapore	156	7.07
47.74.14.85	2083	0	TRUE	SIN	Asia Pacific	Singapore	172	7.07
47.236.121.7	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	7.07
8.218.2.181	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	64	7.07
8.222.210.182	8443	8443	TRUE	SIN	Asia Pacific	Singapore	79	7.07
47.74.40.13	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	102	7.06
47.91.16.198	80	80	FALSE	SIN	Asia Pacific	Singapore	159	7.06
8.218.3.12	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	90	7.06
47.243.70.197	2086	2086	FALSE	SIN	Asia Pacific	Singapore	82	7.06
47.74.34.162	2095	2095	FALSE	LAX	North America	Los Angeles	177	7.06
8.222.138.164	2052	2052	FALSE	SIN	Asia Pacific	Singapore	23	7.06
47.74.12.139	2095	2095	FALSE	SIN	Asia Pacific	Singapore	162	7.06
8.219.78.1	2087	2087	TRUE	SIN	Asia Pacific	Singapore	97	7.06
47.245.10.164	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	171	7.05
47.74.5.150	2095	2095	FALSE	SIN	Asia Pacific	Singapore	153	7.05
47.245.56.29	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	101	7.05
8.222.237.131	2083	2083	TRUE	SIN	Asia Pacific	Singapore	114	7.05
47.245.11.108	2052	2052	FALSE	LAX	North America	Los Angeles	180	7.05
8.218.174.118	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	38	7.04
47.245.29.234	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	171	7.04
47.245.33.158	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	89	7.04
47.91.16.198	8880	8880	FALSE	LAX	North America	Los Angeles	182	7.04
47.74.11.9	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	89	7.04
47.74.34.73	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	70	7.04
47.245.57.38	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	208	7.04
8.219.106.156	2083	2083	TRUE	SIN	Asia Pacific	Singapore	56	7.04
47.245.41.169	2087	2087	TRUE	SIN	Asia Pacific	Singapore	223	7.03
8.219.70.117	2053	2053	TRUE	SIN	Asia Pacific	Singapore	83	7.03
47.74.41.41	2086	2086	FALSE	SIN	Asia Pacific	Singapore	160	7.03
47.245.54.140	2082	2082	FALSE	SIN	Asia Pacific	Singapore	292	7.03
47.74.13.239	80	80	FALSE	NRT	Asia Pacific	Tokyo	80	7.03
8.222.187.4	2082	2082	FALSE	SIN	Asia Pacific	Singapore	25	7.03
8.218.136.25	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	56	7.03
47.243.70.197	443	443	TRUE	SIN	Asia Pacific	Singapore	90	7.03
47.236.125.62	2053	2053	TRUE	SIN	Asia Pacific	Singapore	40	7.03
47.236.15.73	2052	2052	FALSE	SIN	Asia Pacific	Singapore	27	7.02
47.245.56.121	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	166	7.02
47.245.102.156	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	7.02
8.209.243.99	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	93	7.02
8.222.168.24	2087	2087	TRUE	SIN	Asia Pacific	Singapore	88	7.02
8.219.121.87	8080	8080	FALSE	SIN	Asia Pacific	Singapore	9	7.01
47.245.39.49	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	163	7.01
8.219.159.232	80	80	FALSE	SIN	Asia Pacific	Singapore	9	7.01
47.245.4.22	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	417	7
47.245.89.102	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	7
8.219.73.21	80	80	FALSE	SIN	Asia Pacific	Singapore	5	7
47.74.16.255	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	118	7
47.245.14.216	2087	2087	TRUE	SIN	Asia Pacific	Singapore	240	7
8.209.215.247	80	80	FALSE	NRT	Asia Pacific	Tokyo	78	6.99
47.236.104.98	2083	2083	TRUE	SIN	Asia Pacific	Singapore	63	6.99
47.245.40.161	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	145	6.99
8.222.137.178	2052	2052	FALSE	SIN	Asia Pacific	Singapore	16	6.99
47.245.15.236	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	173	6.99
8.219.72.51	2082	2082	FALSE	SIN	Asia Pacific	Singapore	13	6.98
47.245.126.151	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	6.98
47.74.9.174	2086	2086	FALSE	SIN	Asia Pacific	Singapore	162	6.98
47.245.33.163	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	209	6.98
47.245.4.143	2083	2083	TRUE	LAX	North America	Los Angeles	283	6.98
47.91.19.249	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	111	6.98
47.245.7.212	2082	2082	FALSE	LAX	North America	Los Angeles	175	6.97
8.222.168.234	2086	2086	FALSE	SIN	Asia Pacific	Singapore	57	6.97
8.222.236.229	8080	8080	FALSE	SIN	Asia Pacific	Singapore	22	6.97
8.219.197.111	2096	2096	TRUE	SIN	Asia Pacific	Singapore	47	6.97
47.245.118.70	2087	2087	TRUE	SIN	Asia Pacific	Singapore	80	6.97
47.245.37.41	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	75	6.97
47.91.15.247	2053	2053	TRUE	LAX	North America	Los Angeles	225	6.97
47.74.7.51	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	77	6.97
8.219.83.201	80	80	FALSE	SIN	Asia Pacific	Singapore	9	6.97
8.210.107.246	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	45	6.97
8.210.250.120	2095	2095	FALSE	SIN	Asia Pacific	Singapore	88	6.97
47.91.17.102	2086	0	FALSE	SIN	Asia Pacific	Singapore	151	6.97
47.245.56.29	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	81	6.97
8.219.79.74	2096	2096	TRUE	SIN	Asia Pacific	Singapore	69	6.97
47.74.20.95	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	181	6.96
8.219.140.229	2096	2096	TRUE	SIN	Asia Pacific	Singapore	97	6.96
8.222.214.13	2053	2053	TRUE	SIN	Asia Pacific	Singapore	81	6.96
47.245.14.216	2096	2096	TRUE	SIN	Asia Pacific	Singapore	201	6.96
47.91.17.102	2053	2053	TRUE	SIN	Asia Pacific	Singapore	167	6.95
8.210.3.24	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	39	6.95
8.219.60.54	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	6.95
47.245.12.179	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	91	6.95
47.245.33.56	80	80	FALSE	NRT	Asia Pacific	Tokyo	80	6.95
8.219.92.89	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	6.95
8.218.2.181	443	443	TRUE	HKG	Asia Pacific	Hong Kong	83	6.94
8.222.210.182	8080	8080	FALSE	SIN	Asia Pacific	Singapore	16	6.94
47.74.13.94	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	147	6.94
47.91.19.249	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	150	6.94
8.210.3.24	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	46	6.94
47.245.53.50	2086	2086	FALSE	LAX	North America	Los Angeles	183	6.94
8.219.167.65	2082	2082	FALSE	SIN	Asia Pacific	Singapore	14	6.94
8.210.101.157	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	80	6.94
47.245.8.156	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	298	6.94
8.219.6.157	2052	2052	FALSE	SIN	Asia Pacific	Singapore	23	6.93
8.209.222.232	80	80	FALSE	HKG	Asia Pacific	Hong Kong	158	6.93
47.74.37.50	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	73	6.93
47.74.5.99	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	82	6.93
47.91.10.228	80	80	FALSE	SIN	Asia Pacific	Singapore	346	6.93
8.219.53.142	2096	2096	TRUE	SIN	Asia Pacific	Singapore	48	6.93
47.74.39.194	2052	2052	FALSE	SIN	Asia Pacific	Singapore	159	6.93
47.74.18.121	8080	8080	FALSE	LAX	North America	Los Angeles	183	6.93
47.245.54.58	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	202	6.93
8.219.122.96	443	443	TRUE	SIN	Asia Pacific	Singapore	42	6.93
8.209.255.195	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	160	6.92
47.74.23.99	2087	2087	TRUE	LAX	North America	Los Angeles	236	6.92
47.245.33.158	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	99	6.92
8.219.142.191	8880	8880	FALSE	SIN	Asia Pacific	Singapore	12	6.92
47.245.11.216	2083	2083	TRUE	SIN	Asia Pacific	Singapore	222	6.92
8.219.103.126	443	443	TRUE	SIN	Asia Pacific	Singapore	79	6.92
8.222.137.192	2053	2053	TRUE	SIN	Asia Pacific	Singapore	90	6.92
47.242.79.71	2053	2053	TRUE	SIN	Asia Pacific	Singapore	80	6.92
8.219.145.245	8080	8080	FALSE	SIN	Asia Pacific	Singapore	7	6.92
8.219.126.240	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	6.91
47.74.50.249	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	93	6.91
47.245.89.102	2083	2083	TRUE	SIN	Asia Pacific	Singapore	31	6.91
47.74.16.67	80	80	FALSE	HKG	Asia Pacific	Hong Kong	169	6.91
8.219.103.57	2096	2096	TRUE	SIN	Asia Pacific	Singapore	75	6.91
8.209.248.161	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	188	6.91
47.236.145.85	2096	2096	TRUE	SIN	Asia Pacific	Singapore	91	6.9
8.219.104.242	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	6.9
47.245.15.236	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	94	6.9
47.91.3.135	80	80	FALSE	HKG	Asia Pacific	Hong Kong	138	6.9
47.245.26.167	2052	2052	FALSE	SIN	Asia Pacific	Singapore	155	6.9
8.209.214.157	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	75	6.9
8.217.251.62	2083	2083	TRUE	SIN	Asia Pacific	Singapore	106	6.9
8.219.167.113	2087	2087	TRUE	SIN	Asia Pacific	Singapore	58	6.89
8.222.193.65	2082	2082	FALSE	SIN	Asia Pacific	Singapore	20	6.89
47.91.22.115	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	80	6.89
8.219.6.157	2082	2082	FALSE	SIN	Asia Pacific	Singapore	5	6.88
47.245.26.167	2082	2082	FALSE	LAX	North America	Los Angeles	175	6.88
47.91.3.87	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	87	6.88
47.74.16.67	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	255	6.88
8.222.190.225	80	80	FALSE	SIN	Asia Pacific	Singapore	30	6.88
47.74.27.211	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	267	6.88
47.74.26.132	2082	2082	FALSE	SIN	Asia Pacific	Singapore	162	6.87
8.222.182.10	2095	2095	FALSE	SIN	Asia Pacific	Singapore	38	6.87
8.210.245.224	2086	2086	FALSE	SIN	Asia Pacific	Singapore	84	6.87
47.245.58.175	2086	2086	FALSE	LAX	North America	Los Angeles	176	6.87
8.218.156.91	2053	2053	TRUE	SIN	Asia Pacific	Singapore	107	6.87
47.245.41.69	80	80	FALSE	SIN	Asia Pacific	Singapore	159	6.87
47.245.54.58	8443	8443	TRUE	SIN	Asia Pacific	Singapore	250	6.87
47.74.3.2	80	80	FALSE	HKG	Asia Pacific	Hong Kong	148	6.87
47.74.4.47	8880	8880	FALSE	SIN	Asia Pacific	Singapore	148	6.87
47.236.121.7	8080	8080	FALSE	SIN	Asia Pacific	Singapore	21	6.87
8.222.168.234	8880	8880	FALSE	SIN	Asia Pacific	Singapore	31	6.86
47.242.176.237	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	36	6.86
47.91.17.102	8880	8880	FALSE	SIN	Asia Pacific	Singapore	154	6.86
8.219.114.201	8080	8080	FALSE	SIN	Asia Pacific	Singapore	19	6.86
8.218.127.249	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	35	6.86
47.245.34.36	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	166	6.86
47.245.9.228	2052	2052	FALSE	LAX	North America	Los Angeles	193	6.86
47.236.75.113	2083	2083	TRUE	SIN	Asia Pacific	Singapore	84	6.86
8.222.237.131	8080	8080	FALSE	SIN	Asia Pacific	Singapore	85	6.85
8.218.22.210	2082	2082	FALSE	SIN	Asia Pacific	Singapore	81	6.85
47.242.234.127	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	52	6.85
8.217.250.5	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	40	6.85
47.236.94.109	8443	8443	TRUE	SIN	Asia Pacific	Singapore	73	6.84
47.74.11.9	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	213	6.84
8.222.137.166	2095	2095	FALSE	SIN	Asia Pacific	Singapore	28	6.84
8.222.175.78	2086	2086	FALSE	SIN	Asia Pacific	Singapore	8	6.84
47.245.54.140	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	110	6.84
8.210.192.93	443	443	TRUE	SIN	Asia Pacific	Singapore	54	6.83
47.236.123.133	2086	2086	FALSE	SIN	Asia Pacific	Singapore	8	6.83
8.219.4.122	2096	2096	TRUE	SIN	Asia Pacific	Singapore	32	6.83
8.217.207.60	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	83	6.83
47.245.57.38	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	220	6.83
8.217.159.210	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	79	6.83
47.245.54.197	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	318	6.83
47.245.118.70	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	6.83
47.236.123.133	2083	2083	TRUE	SIN	Asia Pacific	Singapore	44	6.83
8.222.236.229	2096	2096	TRUE	SIN	Asia Pacific	Singapore	116	6.83
47.91.16.214	2082	2082	FALSE	LAX	North America	Los Angeles	171	6.83
47.245.10.156	2096	2096	TRUE	LAX	North America	Los Angeles	261	6.82
8.219.6.187	8880	8880	FALSE	SIN	Asia Pacific	Singapore	4	6.82
8.219.100.168	2086	2086	FALSE	SIN	Asia Pacific	Singapore	13	6.82
47.74.26.131	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	90	6.82
47.242.234.127	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	78	6.82
8.218.156.91	2083	2083	TRUE	SIN	Asia Pacific	Singapore	98	6.82
8.219.87.34	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	6.82
47.91.29.108	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	113	6.81
8.209.240.229	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	79	6.81
47.74.42.17	2087	2087	TRUE	SIN	Asia Pacific	Singapore	169	6.81
47.74.12.139	2086	2086	FALSE	LAX	North America	Los Angeles	184	6.81
47.245.12.38	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	303	6.81
8.210.9.129	80	80	FALSE	SIN	Asia Pacific	Singapore	72	6.81
47.91.2.165	2052	2052	FALSE	SIN	Asia Pacific	Singapore	154	6.8
8.217.250.5	80	80	FALSE	HKG	Asia Pacific	Hong Kong	50	6.8
47.245.53.101	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	149	6.8
47.245.37.98	2052	2052	FALSE	LAX	North America	Los Angeles	201	6.8
47.245.4.219	2095	2095	FALSE	SIN	Asia Pacific	Singapore	156	6.8
47.245.31.0	2083	2083	TRUE	SIN	Asia Pacific	Singapore	234	6.8
8.222.255.15	2095	2095	FALSE	SIN	Asia Pacific	Singapore	24	6.79
47.236.65.177	2083	2083	TRUE	SIN	Asia Pacific	Singapore	76	6.79
47.245.41.169	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	164	6.79
8.222.137.178	2082	2082	FALSE	SIN	Asia Pacific	Singapore	14	6.79
8.210.66.190	2086	2086	FALSE	SIN	Asia Pacific	Singapore	94	6.79
8.219.51.211	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	6.79
8.209.248.161	2083	2083	TRUE	LAX	North America	Los Angeles	186	6.79
47.91.25.66	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	91	6.78
47.74.14.85	2095	2095	FALSE	LAX	North America	Los Angeles	189	6.78
47.74.20.95	2095	2095	FALSE	SIN	Asia Pacific	Singapore	186	6.78
47.236.148.174	2086	2086	FALSE	SIN	Asia Pacific	Singapore	19	6.78
8.209.222.31	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	84	6.78
8.219.72.51	2096	2096	TRUE	SIN	Asia Pacific	Singapore	133	6.78
47.245.37.98	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	184	6.78
8.222.137.166	2095	2095	FALSE	SIN	Asia Pacific	Singapore	17	6.78
47.91.10.228	2083	2083	TRUE	LAX	North America	Los Angeles	181	6.78
8.219.63.193	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	6.77
47.74.15.117	2086	2086	FALSE	SIN	Asia Pacific	Singapore	161	6.77
47.236.145.180	2083	2083	TRUE	SIN	Asia Pacific	Singapore	62	6.77
8.210.146.108	80	80	FALSE	HKG	Asia Pacific	Hong Kong	46	6.77
47.245.52.165	2087	2087	TRUE	LAX	North America	Los Angeles	294	6.77
47.245.53.50	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	190	6.77
47.245.55.235	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	85	6.76
8.222.145.110	2096	2096	TRUE	SIN	Asia Pacific	Singapore	59	6.76
8.219.93.85	80	80	FALSE	SIN	Asia Pacific	Singapore	6	6.76
47.74.36.154	2082	2082	FALSE	SIN	Asia Pacific	Singapore	163	6.75
47.245.37.12	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	211	6.75
47.74.45.143	2083	2083	TRUE	LAX	North America	Los Angeles	182	6.75
47.242.79.71	2095	2095	FALSE	SIN	Asia Pacific	Singapore	73	6.75
8.210.119.11	443	443	TRUE	HKG	Asia Pacific	Hong Kong	78	6.75
47.245.54.98	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	81	6.75
47.74.9.174	2082	2082	FALSE	LAX	North America	Los Angeles	188	6.75
47.74.15.120	2052	2052	FALSE	SIN	Asia Pacific	Singapore	170	6.74
47.245.55.94	2083	2083	TRUE	SIN	Asia Pacific	Singapore	189	6.74
47.236.144.48	2086	2086	FALSE	SIN	Asia Pacific	Singapore	24	6.74
8.210.9.129	443	443	TRUE	HKG	Asia Pacific	Hong Kong	35	6.74
8.210.101.157	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	48	6.74
47.74.46.84	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	167	6.73
8.219.74.35	2053	2053	TRUE	SIN	Asia Pacific	Singapore	83	6.73
8.218.174.118	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	42	6.73
8.217.145.40	2083	2083	TRUE	SIN	Asia Pacific	Singapore	132	6.73
8.219.93.5	2053	2053	TRUE	SIN	Asia Pacific	Singapore	74	6.73
47.245.33.56	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	97	6.73
47.245.56.121	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	174	6.72
8.218.146.204	2095	2095	FALSE	SIN	Asia Pacific	Singapore	69	6.72
8.219.103.126	2083	2083	TRUE	SIN	Asia Pacific	Singapore	136	6.72
47.245.29.64	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	97	6.72
47.245.10.123	8443	8443	TRUE	SIN	Asia Pacific	Singapore	377	6.72
47.245.53.50	2053	2053	TRUE	LAX	North America	Los Angeles	265	6.72
8.209.200.73	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	84	6.72
8.210.21.65	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	41	6.72
47.245.12.179	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	294	6.72
8.210.21.65	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	65	6.71
8.219.84.214	8443	8443	TRUE	SIN	Asia Pacific	Singapore	85	6.71
8.219.114.201	2095	2095	FALSE	SIN	Asia Pacific	Singapore	19	6.71
47.245.53.101	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	76	6.71
8.222.152.165	8880	8880	FALSE	SIN	Asia Pacific	Singapore	47	6.71
8.217.221.165	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	96	6.71
47.245.56.207	2096	2096	TRUE	SIN	Asia Pacific	Singapore	412	6.71
8.222.136.196	8880	8880	FALSE	SIN	Asia Pacific	Singapore	9	6.71
8.209.215.247	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	74	6.7
47.236.117.48	2053	2053	TRUE	SIN	Asia Pacific	Singapore	73	6.7
8.219.179.34	80	80	FALSE	SIN	Asia Pacific	Singapore	7	6.7
8.218.136.25	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	50	6.7
47.245.42.210	2086	2086	FALSE	LAX	North America	Los Angeles	178	6.7
47.245.53.101	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	137	6.69
47.74.41.41	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	165	6.69
47.245.11.108	8443	8443	TRUE	SIN	Asia Pacific	Singapore	315	6.69
47.91.21.149	2052	2052	FALSE	SIN	Asia Pacific	Singapore	154	6.69
47.245.55.99	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	74	6.69
8.219.102.252	443	443	TRUE	SIN	Asia Pacific	Singapore	93	6.68
47.245.41.69	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	173	6.68
8.222.180.242	80	80	FALSE	SIN	Asia Pacific	Singapore	15	6.68
8.222.154.50	8880	8880	FALSE	SIN	Asia Pacific	Singapore	9	6.68
8.219.72.50	2082	2082	FALSE	SIN	Asia Pacific	Singapore	9	6.68
47.91.3.87	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	97	6.68
8.217.149.28	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	40	6.68
8.219.51.211	8443	8443	TRUE	SIN	Asia Pacific	Singapore	41	6.67
8.222.182.10	8880	8880	FALSE	SIN	Asia Pacific	Singapore	55	6.67
8.209.243.172	8443	8443	TRUE	SIN	Asia Pacific	Singapore	182	6.67
47.74.7.51	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	82	6.67
47.74.5.150	2096	2096	TRUE	SIN	Asia Pacific	Singapore	181	6.67
8.219.112.75	8080	8080	FALSE	SIN	Asia Pacific	Singapore	7	6.67
47.91.3.112	2083	2083	TRUE	SIN	Asia Pacific	Singapore	208	6.67
8.222.153.11	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	6.67
8.222.137.166	2083	2083	TRUE	SIN	Asia Pacific	Singapore	57	6.66
8.219.126.3	2053	2053	TRUE	SIN	Asia Pacific	Singapore	64	6.66
47.245.11.108	8080	8080	FALSE	SIN	Asia Pacific	Singapore	155	6.66
47.242.171.94	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	82	6.66
8.219.60.130	2095	2095	FALSE	SIN	Asia Pacific	Singapore	30	6.66
47.74.16.255	2053	0	TRUE	NRT	Asia Pacific	Tokyo	75	6.66
8.222.249.190	80	80	FALSE	SIN	Asia Pacific	Singapore	16	6.66
47.245.29.162	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	78	6.66
8.219.60.68	2083	2083	TRUE	SIN	Asia Pacific	Singapore	41	6.66
8.219.104.242	2053	2053	TRUE	SIN	Asia Pacific	Singapore	81	6.66
8.218.11.90	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	63	6.66
47.245.7.212	2052	2052	FALSE	SIN	Asia Pacific	Singapore	160	6.65
47.245.56.50	2082	2082	FALSE	SIN	Asia Pacific	Singapore	158	6.65
8.219.121.87	2095	2095	FALSE	SIN	Asia Pacific	Singapore	27	6.65
8.222.164.44	2096	2096	TRUE	SIN	Asia Pacific	Singapore	198	6.65
8.222.224.162	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	6.65
8.219.197.111	2087	2087	TRUE	SIN	Asia Pacific	Singapore	62	6.65
47.91.22.115	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	109	6.65
